store_id,status,timestamp_utc
3.36128E+18,active,2023-01-24 19:04:58.044409 UTC
2.60162E+18,active,2023-01-24 19:05:06.491585 UTC
8.20776E+18,active,2023-01-24 19:08:20.564245 UTC
4.2493E+18,active,2023-01-21 23:03:19.159515 UTC
8.81974E+17,active,2023-01-25 03:02:21.151826 UTC
4.03177E+18,active,2023-01-25 15:01:08.85142 UTC
8.11725E+18,active,2023-01-25 15:01:26.666202 UTC
5.22312E+18,active,2023-01-25 15:02:37.736233 UTC
5.28115E+18,active,2023-01-24 22:04:47.935159 UTC
7.10325E+18,active,2023-01-24 22:05:30.813682 UTC
6.93787E+18,active,2023-01-24 22:05:32.597802 UTC
4.3599E+18,active,2023-01-24 22:05:34.178899 UTC
8.66895E+18,active,2023-01-24 22:06:09.810504 UTC
3.29698E+17,active,2023-01-24 22:06:21.237524 UTC
2.87384E+18,active,2023-01-24 22:07:09.690768 UTC
1.63498E+18,active,2023-01-19 20:10:40.15454 UTC
8.75404E+18,active,2023-01-24 23:00:37.675951 UTC
8.47866E+18,active,2023-01-24 23:01:00.176339 UTC
3.17353E+18,active,2023-01-24 23:01:12.178654 UTC
1.17278E+18,active,2023-01-24 23:01:20.331624 UTC
8.0509E+18,active,2023-01-24 23:01:26.483115 UTC
3.48538E+18,active,2023-01-25 10:12:16.118661 UTC
7.79157E+18,active,2023-01-25 11:02:42.259213 UTC
7.6478E+18,active,2023-01-25 11:03:07.295786 UTC
7.37239E+18,active,2023-01-25 11:03:29.467753 UTC
1.88609E+18,active,2023-01-25 11:04:58.483557 UTC
1.92123E+18,active,2023-01-25 11:05:45.58739 UTC
2.6708E+18,active,2023-01-25 11:05:57.750103 UTC
2.52997E+18,active,2023-01-19 17:00:27.412409 UTC
3.39015E+18,active,2023-01-19 17:00:34.642318 UTC
2.72317E+18,active,2023-01-19 17:00:39.388891 UTC
3.45717E+18,active,2023-01-19 17:03:03.899355 UTC
1.55769E+18,active,2023-01-19 17:04:28.588741 UTC
4.39569E+18,active,2023-01-25 13:06:39.780262 UTC
3.48054E+18,active,2023-01-25 13:06:44.992108 UTC
8.08018E+18,active,2023-01-25 13:08:44.604298 UTC
4.89479E+18,active,2023-01-25 14:00:48.208054 UTC
6.52973E+18,active,2023-01-25 14:03:41.134291 UTC
2.9373E+18,active,2023-01-25 14:05:58.143832 UTC
7.25706E+18,active,2023-01-24 05:54:49.493789 UTC
3.15153E+18,active,2023-01-24 05:54:54.692658 UTC
8.2588E+18,active,2023-01-24 05:57:10.818206 UTC
6.61452E+18,active,2023-01-24 05:57:28.659871 UTC
1.82644E+18,active,2023-01-20 14:04:55.444182 UTC
4.33325E+18,active,2023-01-20 14:04:55.899763 UTC
4.64473E+18,active,2023-01-24 15:02:26.964636 UTC
6.46863E+17,active,2023-01-24 15:02:43.643326 UTC
3.76246E+18,active,2023-01-24 15:03:21.834788 UTC
7.15077E+18,active,2023-01-24 15:03:32.952513 UTC
8.34574E+18,active,2023-01-24 15:04:09.160925 UTC
6.8079E+18,active,2023-01-24 15:04:12.578966 UTC
1.66684E+18,active,2023-01-22 13:04:56.292846 UTC
3.33363E+17,active,2023-01-25 00:09:18.266183 UTC
8.95761E+18,active,2023-01-25 00:09:47.994994 UTC
5.94559E+18,active,2023-01-25 00:10:46.770595 UTC
6.47242E+18,active,2023-01-25 00:12:05.296056 UTC
7.76161E+18,active,2023-01-25 00:12:19.309149 UTC
8.38976E+17,active,2023-01-25 14:06:58.798631 UTC
3.26626E+18,active,2023-01-25 14:08:28.714887 UTC
2.79581E+18,active,2023-01-25 14:11:04.460314 UTC
4.60593E+18,active,2023-01-25 14:12:25.856343 UTC
2.96231E+18,active,2023-01-25 06:01:32.362558 UTC
7.26876E+18,active,2023-01-25 06:01:45.454398 UTC
1.63057E+18,active,2023-01-25 06:02:20.08786 UTC
8.93734E+18,active,2023-01-25 06:03:02.095008 UTC
5.57304E+18,active,2023-01-25 06:00:54.35565 UTC
2.91903E+18,active,2023-01-25 06:01:28.688874 UTC
1.06918E+18,active,2023-01-25 06:06:02.318526 UTC
8.75844E+17,active,2023-01-19 12:04:26.377912 UTC
6.74182E+17,active,2023-01-19 12:06:54.210523 UTC
6.91921E+18,active,2023-01-19 12:00:03.08502 UTC
5.83352E+18,active,2023-01-19 12:02:56.987045 UTC
8.95777E+17,active,2023-01-19 12:04:37.839586 UTC
3.12837E+18,active,2023-01-19 12:06:37.770825 UTC
7.62383E+18,active,2023-01-21 06:04:00.559105 UTC
7.38045E+18,active,2023-01-21 06:12:23.008365 UTC
4.73502E+18,active,2023-01-21 06:12:37.046803 UTC
4.37935E+18,active,2023-01-25 14:06:36.018262 UTC
5.86829E+17,active,2023-01-25 14:06:53.745652 UTC
4.41171E+18,active,2023-01-25 14:07:07.317934 UTC
3.60262E+18,active,2023-01-25 14:07:07.613243 UTC
8.08824E+17,active,2023-01-25 14:07:38.823083 UTC
4.53712E+18,active,2023-01-25 14:08:10.611048 UTC
6.76842E+18,active,2023-01-24 20:08:19.163995 UTC
5.20421E+18,active,2023-01-24 20:10:18.697576 UTC
6.21861E+18,active,2023-01-24 20:11:11.866 UTC
4.03812E+18,active,2023-01-24 20:11:25.871796 UTC
4.52147E+18,active,2023-01-20 17:00:39.720316 UTC
6.1645E+18,active,2023-01-20 17:09:51.532362 UTC
2.74643E+18,active,2023-01-20 17:04:52.598814 UTC
3.59283E+18,active,2023-01-20 17:10:00.806175 UTC
6.08413E+18,active,2023-01-20 17:01:43.19795 UTC
2.96876E+18,active,2023-01-20 17:05:15.094708 UTC
6.86499E+18,active,2023-01-20 17:04:09.7892 UTC
2.34198E+18,active,2023-01-20 17:07:11.867557 UTC
8.81974E+17,active,2023-01-20 17:10:50.464248 UTC
1.54542E+18,active,2023-01-20 17:03:07.44763 UTC
3.98477E+18,active,2023-01-20 17:03:36.771558 UTC
6.60853E+18,active,2023-01-20 17:05:33.383609 UTC
2.97377E+18,active,2023-01-20 17:09:14.380024 UTC
4.07909E+18,active,2023-01-20 17:09:45.533643 UTC
4.39808E+18,active,2023-01-24 17:07:08.609856 UTC
8.1918E+18,active,2023-01-24 17:07:42.866544 UTC
2.66255E+18,active,2023-01-20 21:03:01.392143 UTC
6.89198E+18,active,2023-01-20 21:08:23.939693 UTC
6.74092E+18,active,2023-01-20 21:04:41.277452 UTC
7.99555E+18,active,2023-01-20 21:06:19.241381 UTC
7.22097E+18,active,2023-01-20 21:02:54.373116 UTC
2.54799E+18,active,2023-01-20 21:08:14.309744 UTC
4.78359E+18,active,2023-01-21 19:09:02.746705 UTC
3.42793E+18,active,2023-01-21 19:06:42.160921 UTC
3.87134E+18,active,2023-01-21 19:04:59.860098 UTC
4.0154E+18,active,2023-01-21 19:05:03.13437 UTC
1.40436E+18,active,2023-01-21 19:05:41.117784 UTC
2.09777E+18,active,2023-01-21 19:08:38.474069 UTC
5.04331E+17,active,2023-01-21 19:00:42.748704 UTC
7.74817E+17,active,2023-01-21 19:01:15.775827 UTC
7.22326E+18,active,2023-01-21 19:05:14.131336 UTC
4.46707E+18,active,2023-01-20 12:04:51.901703 UTC
2.10758E+18,active,2023-01-20 12:02:49.427229 UTC
5.5425E+18,active,2023-01-20 12:09:15.202265 UTC
5.037E+18,active,2023-01-20 12:06:29.384559 UTC
7.18459E+18,active,2023-01-20 12:04:37.028184 UTC
3.2615E+18,active,2023-01-20 12:03:35.49094 UTC
4.33656E+18,active,2023-01-20 12:07:56.701387 UTC
5.75067E+18,active,2023-01-20 09:06:01.314783 UTC
5.21983E+18,active,2023-01-20 09:07:26.815469 UTC
6.03445E+18,active,2023-01-20 09:06:12.09326 UTC
1.20928E+18,active,2023-01-20 09:13:26.381049 UTC
8.9155E+18,active,2023-01-20 09:11:07.630143 UTC
8.33567E+18,active,2023-01-20 09:08:08.675813 UTC
8.91137E+18,active,2023-01-20 09:03:07.973243 UTC
8.3154E+18,active,2023-01-20 09:01:30.688297 UTC
1.67054E+18,active,2023-01-20 09:05:19.611387 UTC
3.21177E+18,active,2023-01-24 23:02:00.79968 UTC
3.85122E+18,active,2023-01-24 19:09:57.647123 UTC
3.77794E+17,active,2023-01-24 19:09:57.94016 UTC
1.16668E+18,active,2023-01-24 19:09:59.501751 UTC
3.79475E+18,active,2023-01-24 19:10:46.573911 UTC
2.45403E+18,active,2023-01-24 20:01:51.004702 UTC
2.12371E+18,active,2023-01-25 17:00:51.617272 UTC
5.72367E+17,active,2023-01-25 17:03:29.326693 UTC
4.41896E+18,active,2023-01-25 17:05:27.549948 UTC
2.99758E+18,active,2023-01-25 17:06:28.157814 UTC
4.38627E+17,active,2023-01-25 17:06:45.560901 UTC
